Flight_ID,Airline,Aircraft_Type,Aircraft_Age_Years,Flight_Phase,Departure,Arrival,Route_,Flight_Duration,Last_Maintenance_Hrs,Engine_Hours,Pilot_Experience_Hrs,CoPilot_Experience_Hrs,Number_of_Crew,Total_Onboard,Cargo_Weight_Kg,Date,Time_UTC,Season,Visibility_Km,Visibility,Wind_Speed_Kmph,Wind_Direction_Deg,Temperature_C,Precipitation_mm,Weather_Condition,Turbulence,Accident
F20251220050,SpiceJet,Airbus A320,23,En_Route,MAA,PNQ,MAA-PNQ,1.3,619,4648,16717,3865,8,45,1163,06/16/2021,21:21,Winter,4.06,3.55,69,131,9.3,47.42,Thunderstorm,Moderate,0
F20232807607,Akasa Air,Airbus A321,12,Landing,DEL,GOI,DEL-GOI,3.02,1168,3527,14767,14666,12,209,6278,12/01/2022,00:58,Winter,1.96,5.96,70,296,11.8,2.85,Rain,Light,0
F20202277540,IndiGo,Airbus A320,17,Takeoff,MAA,CCU,MAA-CCU,0.58,544,7253,4533,13283,7,87,4349,01/01/2025,00:36,Monsoon,8.04,4.46,43,306,27.4,32.86,Clear,None,0
F20267317360,Vistara,Boeing 737,13,Parked,PNQ,BBI,PNQ-BBI,0.89,1923,18136,19075,9700,4,188,3966,12/12/2020,12:07,Winter,0.18,3.41,11,93,35.5,30.32,Cloudy,Severe,0
F20247949855,FlyBig,Embraer E190,28,Taxi,BOM,DEL,BOM-DEL,0.59,1382,11811,9179,12270,6,166,7542,04/23/2025,01:22,Monsoon,6.46,3.31,14,51,21.8,43.74,Cloudy,Light,0
F20215422293,SpiceJet,Embraer E190,16,Takeoff,MAA,DEL,MAA-MAA,0.69,1098,5145,17334,14053,5,185,7788,01/30/2021,13:24,Winter,3.37,8.5,58,277,29.0,18.75,Rain,Severe,0
F20225738411,IndiGo,Embraer E190,4,Taxi,ATQ,DEL,ATQ-ATQ,2.72,561,16649,14955,4783,13,38,7549,10/20/2023,12:53,Monsoon,9.33,0.87,14,261,36.2,1.24,Thunderstorm,None,0
F20209952861,Alliance Air,Dornier Do 228,9,En_Route,DEL,ATQ,DEL-ATQ,1.62,1129,13431,6126,11261,4,61,6310,06/27/2022,23:39,Summer,1.07,1.64,20,25,20.4,20.91,Dust_Storm,None,0
F20251543685,Star Air,ATR 72,15,En_Route,AMD,IXB,AMD-IXB,4.04,1543,14740,5324,1724,10,238,251,05/19/2025,18:33,Summer,4.93,1.35,11,64,7.5,49.53,Rain,Moderate,1
F20261683316,SpiceJet,Embraer E190,15,Takeoff,PNQ,IXB,PNQ-IXB,4.81,841,1089,21853,2400,4,97,1796,06/07/2024,19:16,Summer,0.23,7.73,41,258,14.5,10.4,Thunderstorm,Moderate,0
F20204436391,SpiceJet,Airbus A321,6,Landing,IXB,PNQ,IXB-PNQ,3.97,987,11781,21411,949,3,263,3202,01/07/2026,20:34,Monsoon,0.54,0.31,47,231,24.0,41.03,Cloudy,Moderate,1
F20239130570,IndiGo,Embraer E190,26,Landing,BLR,DEL,BLR-BLR,4.23,501,17630,19864,5620,6,59,2495,01/07/2023,00:12,Summer,6.44,2.37,73,212,41.2,0.5,Clear,Light,0
F20263536255,Alliance Air,Airbus A320,18,Takeoff,BBI,PNQ,BBI-PNQ,0.74,942,13615,13650,12747,5,82,7181,01/04/2024,11:48,Summer,3.29,3.4,79,244,44.5,13.58,Rain,Light,0
F20258092453,Vistara,Embraer E190,28,Parked,HYD,BBI,HYD-BBI,2.67,1694,15417,24995,13930,4,303,3437,08/15/2022,06:36,Monsoon,7.16,4.93,9,51,41.1,25.42,Dust_Storm,Light,1
F20238786956,SpiceJet,Embraer E190,28,Taxi,BBI,AMD,BBI-AMD,2.8,1529,7741,13295,9018,9,142,2134,02/09/2023,12:06,Winter,6.56,6.77,46,183,26.3,27.15,Cloudy,None,0
F20222298394,Vistara,Embraer E190,13,Taxi,DEL,BOM,DEL-BOM,3.21,1443,13451,5947,9775,5,29,1262,04/17/2021,18:47,Winter,0.81,4.24,26,158,34.7,28.27,Thunderstorm,Severe,0
F20261333626,Vistara,Airbus A321,14,Taxi,MAA,PNQ,MAA-PNQ,0.55,981,12838,23354,7787,12,85,7990,06/07/2023,15:28,Summer,1.73,7.31,11,139,20.9,30.73,Clear,Moderate,0
F20269765381,Vistara,Dornier Do 228,19,Takeoff,AMD,DEL,AMD-DEL,4.73,1676,16241,6935,8593,7,237,4807,02/14/2022,23:27,Summer,6.36,4.73,48,27,15.4,3.31,Clear,Light,1
F20249071391,FlyBig,ATR 72,11,En_Route,CCU,DEL,CCU-DEL,3.33,1398,15797,17612,3709,8,43,4819,08/09/2024,03:18,Summer,3.37,9.35,76,128,18.9,4.46,Dust_Storm,None,0
F20254117820,Star Air,ATR 72,11,Landing,AMD,BLR,AMD-BLR,2.86,794,11463,20288,12111,10,36,5394,12/07/2024,20:45,Winter,3.71,6.19,44,42,30.6,11.02,Thunderstorm,None,0
F20224729199,Akasa Air,Embraer E190,8,Taxi,BLR,PNQ,BLR-PNQ,2.76,1343,6060,5602,2976,12,54,1103,04/23/2024,22:47,Summer,7.36,2.6,49,209,40.3,49.96,Clear,Light,0
F20228476791,IndiGo,Boeing 787,26,En_Route,BLR,CCU,BLR-CCU,3.89,1659,2988,13158,11355,10,344,5038,05/12/2020,10:30,Summer,1.44,4.92,60,13,46.4,12.19,Dust_Storm,Light,1
F20248663008,Akasa Air,ATR 72,8,Landing,BBI,MAA,BBI-MAA,3.71,1978,9192,7664,14661,7,233,2355,12/09/2025,03:02,Monsoon,1.7,0.37,27,212,32.1,32.41,Clear,Light,1
F20231435853,Star Air,Airbus A321,29,Parked,BBI,BLR,BBI-BLR,2.53,312,17644,16695,3371,5,285,1279,08/13/2024,04:40,Monsoon,9.38,7.42,40,253,25.8,29.44,Thunderstorm,Light,1
F20212854703,SpiceJet,Boeing 787,27,Parked,GAU,MAA,GAU-MAA,2.8,116,12579,23074,989,11,174,2862,05/12/2024,00:01,Winter,8.85,8.51,52,73,43.4,15.88,Clear,None,0
F20238152688,Alliance Air,Boeing 737,21,En_Route,AMD,DEL,AMD-AMD,2.6,1042,4949,7113,7581,7,170,9012,03/01/2025,17:19,Monsoon,5.72,0.77,20,302,38.0,8.44,Dust_Storm,Moderate,0
F20236831501,SpiceJet,Dornier Do 228,24,Landing,DEL,BBI,DEL-BBI,2.09,991,2779,2343,1993,13,347,6153,05/10/2021,17:44,Winter,2.24,4.99,53,321,26.2,12.98,Clear,Severe,1
F20234746275,Vistara,Airbus A321,7,Parked,HYD,AMD,HYD-AMD,4.8,517,18851,3460,8706,3,315,7788,08/20/2022,13:43,Winter,0.69,9.63,73,200,47.8,13.39,Rain,Severe,1
F20212832469,Vistara,Embraer E190,23,Parked,BBI,BLR,BBI-BLR,0.67,655,10439,24847,12432,7,338,2275,06/01/2020,19:13,Monsoon,0.52,9.47,21,244,8.8,10.12,Thunderstorm,None,1
F20232765686,Vistara,Airbus A321,26,Takeoff,AMD,IXB,AMD-IXB,2.96,1800,15818,13718,4270,6,200,741,04/30/2025,17:37,Summer,8.37,2.99,12,139,20.2,17.04,Cloudy,Moderate,0
F20224558366,SpiceJet,Embraer E190,25,Landing,GOI,CCU,GOI-CCU,2.8,1319,8330,2849,3628,2,144,5585,08/07/2025,06:21,Summer,6.18,1.89,57,48,43.5,36.13,Dust_Storm,Moderate,0
F20218297366,Air India,Airbus A320,27,En_Route,DEL,ATQ,DEL-ATQ,0.78,307,5391,4904,11649,3,263,3367,09/01/2024,18:29,Monsoon,0.89,7.26,57,201,22.7,27.02,Cloudy,Light,1
F20206028952,Star Air,Dornier Do 228,13,Takeoff,HYD,GAU,HYD-GAU,2.85,1684,4066,1027,7258,13,322,2594,07/30/2022,14:56,Summer,6.03,9.18,32,338,22.0,27.49,Cloudy,Moderate,1
F20267199713,Star Air,ATR 72,5,Parked,BBI,DEL,BBI-DEL,0.81,106,18922,12122,12654,11,269,1929,07/15/2025,23:41,Summer,2.03,9.93,74,201,37.0,47.52,Cloudy,Light,1
F20232018025,Star Air,Dornier Do 228,3,Taxi,GOI,GAU,GOI-GAU,3.16,1162,9848,5807,10866,12,13,1607,07/10/2022,16:47,Summer,9.04,4.14,17,263,45.6,18.01,Thunderstorm,None,0
F20211783011,SpiceJet,Boeing 787,23,En_Route,HYD,GOI,HYD-GOI,3.4,789,1627,2561,10581,6,141,6705,07/26/2020,19:00,Monsoon,5.16,5.98,32,59,42.9,24.45,Cloudy,Severe,0
F20235924931,FlyBig,Airbus A321,8,Taxi,AMD,DEL,AMD-DEL,3.79,452,10230,8823,12393,11,191,3017,03/29/2023,21:30,Monsoon,7.31,8.29,35,88,6.9,4.36,Dust_Storm,None,0
F20201775122,SpiceJet,Boeing 787,17,En_Route,BBI,GAU,BBI-GAU,3.35,1168,16555,12488,3095,8,61,7910,06/23/2025,23:28,Winter,1.57,6.2,33,326,7.0,40.18,Dust_Storm,None,0
F20253530118,Star Air,Airbus A321,13,Parked,GOI,BLR,GOI-BLR,4.76,1271,10207,18347,7850,13,137,1526,11/18/2023,17:54,Summer,7.8,8.5,15,136,25.2,34.1,Dust_Storm,None,0
F20201894616,Alliance Air,ATR 72,14,Landing,BBI,ATQ,BBI-ATQ,3.4,1662,11792,17023,10061,5,224,4699,05/03/2022,23:52,Monsoon,7.12,0.67,38,131,16.5,12.06,Cloudy,Light,1
F20254502160,IndiGo,Airbus A320,27,Landing,IXB,HYD,IXB-HYD,1.82,1160,14125,3098,14401,4,190,7204,08/11/2024,14:48,Winter,8.34,6.11,4,27,23.8,44.03,Thunderstorm,Light,0
F20203107739,Vistara,Airbus A321,20,Takeoff,HYD,ATQ,HYD-ATQ,1.81,358,15813,16124,1532,8,251,6095,01/05/2024,07:32,Monsoon,6.66,7.94,20,136,11.3,32.79,Thunderstorm,Moderate,1
F20209117870,Akasa Air,Dornier Do 228,29,Parked,BLR,GAU,BLR-GAU,2.48,996,2596,14036,11960,4,81,4550,05/16/2025,13:23,Winter,7.39,1.49,39,199,37.8,36.29,Dust_Storm,Severe,0
F20251653878,Air India,Dornier Do 228,25,Parked,BBI,AMD,BBI-AMD,1.69,1535,1940,7268,8672,10,311,5764,08/23/2025,00:35,Winter,7.23,0.54,68,65,5.8,42.07,Clear,Light,1
F20263630515,FlyBig,ATR 72,22,En_Route,MAA,PNQ,MAA-PNQ,1.63,1396,7441,17844,3547,6,286,3307,06/08/2020,01:03,Monsoon,5.84,4.07,33,285,39.3,5.8,Clear,Moderate,1
F20204564641,IndiGo,Dornier Do 228,21,Parked,BBI,ATQ,BBI-ATQ,4.48,1533,10629,10214,3336,11,336,1572,09/11/2020,20:17,Monsoon,2.7,5.96,52,207,20.7,47.26,Cloudy,Moderate,1
F20205359549,IndiGo,Airbus A320,26,Taxi,PNQ,AMD,PNQ-AMD,3.39,1583,19918,2593,13047,11,100,8981,10/02/2022,06:29,Winter,9.75,2.99,6,48,45.0,46.08,Clear,Moderate,0
F20232597573,FlyBig,Boeing 737,4,Takeoff,MAA,GAU,MAA-GAU,3.06,1570,11592,5611,4323,8,148,5233,10/13/2021,10:09,Winter,1.05,7.84,15,152,26.2,44.29,Dust_Storm,Severe,0
F20246624341,Air India,Boeing 737,19,Takeoff,CCU,BLR,CCU-BLR,4.67,1539,4309,22963,10968,12,95,6629,04/20/2021,07:45,Summer,6.42,0.84,55,61,33.7,20.95,Cloudy,Severe,0
F20201633104,Air India,Airbus A321,12,Takeoff,MAA,PNQ,MAA-PNQ,2.73,347,2673,22475,9230,7,336,4710,12/07/2022,16:52,Winter,0.46,5.13,73,88,28.1,21.93,Rain,None,1
F20261339533,Akasa Air,Embraer E190,16,Parked,DEL,PNQ,DEL-PNQ,0.57,145,8802,7190,8606,7,95,1216,08/25/2025,09:45,Monsoon,2.91,1.52,9,313,42.4,17.19,Cloudy,Light,0
F20269164827,Vistara,Airbus A320,28,En_Route,CCU,BBI,CCU-BBI,4.79,1906,9407,6499,3251,13,297,2465,01/10/2026,21:47,Winter,9.2,8.69,57,162,40.6,17.83,Cloudy,Light,1
F20245399966,Star Air,Boeing 737,22,Taxi,AMD,GAU,AMD-GAU,0.97,1697,1227,22464,2920,8,307,9302,09/23/2025,18:17,Winter,7.81,3.27,42,195,12.3,16.71,Thunderstorm,Moderate,1
F20217978675,Alliance Air,Boeing 787,5,Landing,BOM,CCU,BOM-CCU,2.78,1169,14504,24106,1095,7,163,6653,12/08/2022,05:28,Summer,3.66,4.74,42,91,25.0,3.97,Rain,Light,0
F20268997743,Vistara,Boeing 787,5,Parked,BBI,ATQ,BBI-ATQ,4.33,159,1311,5194,6632,9,292,7428,02/19/2023,15:00,Winter,8.38,1.93,50,236,31.6,49.11,Rain,Light,1
F20235951105,IndiGo,Airbus A320,3,Landing,DEL,BOM,DEL-BOM,0.95,540,1208,20691,1241,13,133,1541,06/14/2020,03:52,Summer,0.6,2.42,25,358,9.9,42.02,Thunderstorm,Moderate,0
F20223537371,Star Air,Boeing 737,22,Takeoff,CCU,DEL,CCU-CCU,2.21,844,18229,13392,14637,2,243,8836,04/25/2023,16:22,Monsoon,7.89,0.95,67,90,18.7,31.62,Cloudy,None,1
F20266970357,Akasa Air,Boeing 737,23,Parked,BLR,AMD,BLR-AMD,1.31,579,7746,4392,2344,5,203,3698,10/17/2020,02:09,Monsoon,6.41,8.4,58,333,32.1,48.28,Thunderstorm,Severe,0
F20262608524,FlyBig,Airbus A320,9,Landing,DEL,BBI,DEL-BBI,3.31,1089,17136,3714,10307,5,170,2564,05/16/2021,09:24,Monsoon,2.94,5.0,60,191,14.7,45.27,Clear,Severe,0
F20206258007,Alliance Air,Airbus A320,14,Taxi,BBI,GAU,BBI-GAU,4.18,1816,2977,18621,7637,8,305,591,05/15/2021,08:19,Summer,0.16,7.91,67,319,11.6,15.39,Thunderstorm,Severe,1
F20228997306,IndiGo,Boeing 787,10,Taxi,BBI,AMD,BBI-AMD,3.68,731,17984,15518,6379,5,297,170,07/25/2020,10:24,Summer,1.68,2.2,70,51,47.9,30.88,Cloudy,Moderate,1
F20213847914,Star Air,Boeing 787,12,Taxi,MAA,GAU,MAA-GAU,4.67,568,13821,1859,8793,11,160,7722,03/25/2024,18:04,Monsoon,9.78,7.84,54,312,10.7,24.37,Clear,Severe,0
F20213061972,Vistara,Embraer E190,13,Parked,GOI,IXB,GOI-IXB,2.6,262,15717,13852,12027,8,187,3599,04/17/2025,06:52,Summer,4.86,7.51,15,78,9.0,9.86,Clear,Light,0
F20236701536,IndiGo,Embraer E190,27,Takeoff,BOM,GAU,BOM-GAU,4.5,1905,3703,8446,8980,13,19,8245,03/05/2024,07:54,Monsoon,0.74,2.49,76,57,24.5,5.51,Rain,Severe,0
F20264487832,Star Air,Dornier Do 228,19,En_Route,BOM,HYD,BOM-HYD,3.09,1119,11190,4000,5199,6,166,1370,06/18/2021,20:59,Winter,9.72,0.73,70,191,7.4,32.35,Clear,Moderate,0
F20217715524,Vistara,Dornier Do 228,12,En_Route,GOI,IXB,GOI-IXB,3.84,395,8824,18717,1476,13,186,7301,11/01/2022,15:26,Monsoon,2.39,6.51,49,70,32.8,39.96,Thunderstorm,None,0
F20212953212,Star Air,Boeing 737,24,Taxi,BBI,DEL,BBI-DEL,1.02,332,18441,5706,2259,6,310,6336,09/23/2024,17:17,Winter,3.02,3.58,26,47,44.1,49.84,Dust_Storm,Light,1
F20257817722,SpiceJet,Airbus A320,3,Landing,GOI,AMD,GOI-AMD,1.16,385,15301,2636,9118,11,322,8700,12/18/2025,18:32,Summer,6.26,8.58,36,7,25.5,39.14,Rain,Moderate,1
F20203815332,Vistara,Boeing 787,10,Parked,IXB,MAA,IXB-MAA,3.98,468,11318,7832,12267,3,82,5321,05/28/2021,07:05,Summer,4.06,1.45,24,182,45.8,35.2,Thunderstorm,Light,0
F20262584359,Air India,Airbus A320,10,Takeoff,PNQ,AMD,PNQ-AMD,2.52,745,11139,18589,7694,11,339,7185,02/02/2020,02:53,Summer,9.23,0.54,59,61,35.1,26.24,Clear,Severe,1
F20266229443,SpiceJet,Dornier Do 228,16,En_Route,HYD,MAA,HYD-MAA,2.1,664,7329,16498,4498,9,170,5110,09/14/2021,02:33,Summer,9.5,0.66,53,47,17.4,27.43,Cloudy,Severe,0
F20257093081,Star Air,Dornier Do 228,24,Parked,GOI,CCU,GOI-CCU,4.42,1633,2955,838,12885,9,272,1160,12/24/2023,05:19,Monsoon,2.43,9.3,38,191,39.6,21.24,Thunderstorm,Severe,1
F20212169405,Star Air,Embraer E190,16,Parked,ATQ,GOI,ATQ-GOI,2.36,951,18783,23917,11632,4,38,1435,01/09/2025,20:02,Summer,1.54,9.68,66,297,27.9,14.27,Thunderstorm,Moderate,0
F20202851851,Akasa Air,Dornier Do 228,23,Taxi,CCU,IXB,CCU-IXB,2.31,1158,17988,7241,4329,2,339,668,12/31/2025,07:27,Monsoon,9.23,9.63,42,119,11.9,17.5,Thunderstorm,None,1
F20221004048,Alliance Air,Dornier Do 228,27,Parked,ATQ,DEL,ATQ-DEL,2.27,102,10220,23948,6097,3,160,385,10/04/2022,04:20,Summer,6.02,7.91,70,178,30.7,26.01,Cloudy,Light,0
F20228699724,Star Air,Boeing 737,14,Takeoff,DEL,GOI,DEL-GOI,4.19,118,6501,11368,5678,6,198,8766,03/16/2020,15:01,Winter,4.77,5.88,31,4,33.4,45.34,Dust_Storm,Light,0
F20253304410,IndiGo,Airbus A320,10,Parked,IXB,GAU,IXB-GAU,0.85,1895,15539,6121,11290,7,21,1055,11/18/2021,07:10,Monsoon,1.73,7.41,70,103,31.9,32.95,Dust_Storm,Moderate,0
F20266267903,Vistara,Boeing 787,21,Takeoff,IXB,PNQ,IXB-PNQ,4.76,1909,18984,17044,10900,7,129,4389,03/01/2023,15:19,Monsoon,0.15,1.94,37,208,28.4,21.25,Rain,Moderate,0
F20204011508,Vistara,Embraer E190,27,Taxi,IXB,HYD,IXB-HYD,0.74,848,1352,17360,10295,4,27,9760,04/15/2023,21:56,Summer,2.7,5.76,32,159,23.8,14.69,Dust_Storm,Light,0
F20212034206,SpiceJet,Airbus A321,17,Landing,MAA,HYD,MAA-HYD,2.7,1052,7011,8937,529,10,132,4690,10/28/2024,15:50,Summer,5.6,3.35,51,46,38.7,10.03,Cloudy,Severe,0
F20218027516,Alliance Air,Airbus A321,16,Takeoff,BBI,BOM,BBI-BOM,3.81,1928,16701,6933,13603,13,61,3427,05/21/2024,02:27,Summer,7.76,0.82,55,179,31.4,34.22,Thunderstorm,Light,0
F20246507680,IndiGo,Boeing 787,13,Takeoff,MAA,DEL,MAA-DEL,3.5,360,5852,5881,12874,11,222,5291,10/05/2020,18:46,Monsoon,5.19,5.98,13,239,20.1,22.34,Dust_Storm,Severe,1
F20219390790,FlyBig,Boeing 737,2,Taxi,CCU,BLR,CCU-BLR,4.9,1958,12695,7473,6845,2,148,9523,03/26/2025,19:45,Summer,5.98,7.34,36,327,37.5,14.99,Cloudy,Severe,0
F20237339701,Star Air,Embraer E190,10,Parked,ATQ,GOI,ATQ-GOI,1.83,1103,6466,3091,3229,8,308,7375,12/15/2021,21:47,Winter,7.32,2.09,66,233,12.4,21.63,Dust_Storm,None,1
F20241327961,Star Air,Dornier Do 228,6,Landing,BLR,HYD,BLR-HYD,2.58,330,6831,21047,11484,11,113,4213,02/14/2022,22:02,Winter,6.34,2.52,31,68,19.2,41.75,Thunderstorm,Severe,0
F20236524744,Air India,Embraer E190,5,Parked,BBI,PNQ,BBI-PNQ,1.94,1076,17525,20034,5126,2,319,7683,05/29/2023,08:12,Monsoon,3.59,9.84,0,237,27.1,12.25,Dust_Storm,Severe,1
F20211477860,SpiceJet,Embraer E190,19,Taxi,GAU,PNQ,GAU-PNQ,1.53,1297,4041,6941,3649,2,336,5697,11/01/2023,17:43,Monsoon,7.3,6.92,1,37,33.6,38.36,Dust_Storm,Light,1
F20252265577,Star Air,Airbus A320,27,Landing,GOI,DEL,GOI-GOI,3.69,1404,3399,18523,520,2,90,210,06/03/2021,06:11,Monsoon,4.23,4.36,40,130,12.3,46.39,Clear,Severe,0
F20241860973,IndiGo,Airbus A321,8,Landing,HYD,PNQ,HYD-PNQ,4.58,1768,6412,6778,5931,9,303,6407,07/19/2022,14:35,Monsoon,6.21,0.62,72,273,36.1,39.68,Clear,Moderate,1
F20221177049,Alliance Air,Boeing 787,18,Landing,BOM,BBI,BOM-BBI,4.15,1060,1642,1123,14543,8,339,5484,09/15/2021,13:58,Monsoon,9.23,5.41,26,212,30.7,43.69,Clear,Moderate,1
F20234123033,Alliance Air,Dornier Do 228,12,Taxi,BOM,GOI,BOM-GOI,1.16,749,7371,11936,10908,9,119,5065,12/18/2025,17:00,Winter,7.3,8.31,18,343,14.1,2.01,Cloudy,Moderate,0
F20248448018,Air India,Airbus A320,10,Parked,DEL,BOM,DEL-BOM,0.93,1232,2286,17740,2404,13,93,6978,02/24/2020,08:40,Summer,7.85,9.41,38,258,39.5,36.93,Clear,None,0
F20225527210,IndiGo,Airbus A321,22,Landing,IXB,HYD,IXB-HYD,3.21,125,13173,9245,13576,10,99,9057,05/15/2021,15:35,Summer,9.11,8.15,41,268,23.9,28.8,Rain,Light,0
F20219168112,FlyBig,Dornier Do 228,15,Taxi,IXB,BLR,IXB-BLR,3.32,1044,19977,8328,4550,5,308,541,08/03/2020,08:07,Winter,6.57,2.94,33,226,39.3,29.12,Cloudy,Moderate,1
F20219650798,SpiceJet,Boeing 737,28,En_Route,GOI,CCU,GOI-CCU,2.22,1178,13340,19958,7367,12,295,5427,03/18/2020,18:33,Winter,2.58,1.48,78,122,26.8,36.49,Cloudy,Light,1
F20214265597,FlyBig,ATR 72,19,Parked,HYD,BBI,HYD-BBI,3.0,581,7574,12456,1173,3,148,2423,05/29/2025,12:30,Monsoon,8.13,8.4,4,79,14.6,33.93,Clear,None,0
F20249122326,IndiGo,Dornier Do 228,14,Takeoff,HYD,IXB,HYD-IXB,4.02,748,14297,18581,13176,10,87,7697,12/17/2020,20:58,Monsoon,3.32,9.55,11,209,31.1,49.24,Dust_Storm,Light,0
F20269238106,SpiceJet,Dornier Do 228,10,Landing,GOI,ATQ,GOI-ATQ,0.57,1432,5817,24084,13855,10,50,2923,07/18/2022,23:12,Monsoon,2.89,1.3,36,291,18.7,23.97,Thunderstorm,Severe,0
F20233390274,FlyBig,ATR 72,4,En_Route,BLR,GAU,BLR-GAU,4.4,1037,13136,16573,10269,8,208,8842,09/17/2020,07:39,Summer,9.54,6.85,9,226,35.3,18.36,Thunderstorm,Light,0
F20231759811,SpiceJet,Boeing 737,15,Taxi,IXB,CCU,IXB-CCU,1.09,844,2541,5868,7686,6,308,9363,10/14/2025,05:51,Winter,5.84,5.2,75,305,30.6,3.33,Cloudy,Moderate,1
F20218783435,Air India,Dornier Do 228,12,Landing,IXB,AMD,IXB-AMD,0.66,1730,11039,7069,4145,2,222,3702,06/04/2020,07:17,Summer,8.72,0.38,67,40,16.6,5.83,Rain,None,1
F20265786129,SpiceJet,Airbus A320,4,Parked,DEL,PNQ,DEL-PNQ,0.66,1156,9244,19995,12587,7,111,7861,06/16/2023,07:32,Monsoon,1.2,2.27,75,41,7.0,31.92,Dust_Storm,None,0
F20229117682,Alliance Air,Dornier Do 228,5,Landing,ATQ,GOI,ATQ-GOI,0.86,1743,19071,17120,10812,2,43,7031,04/14/2024,02:11,Winter,3.8,3.24,73,126,15.1,32.78,Dust_Storm,Severe,0
F20247662084,Vistara,Boeing 787,5,Landing,GOI,DEL,GOI-GOI,4.79,1366,8434,7441,2899,5,50,8674,12/11/2023,20:14,Winter,5.0,6.43,45,224,15.7,40.4,Dust_Storm,None,0
F20235838758,SpiceJet,ATR 72,24,Taxi,BBI,IXB,BBI-IXB,3.14,1875,11940,22171,2992,7,198,359,03/31/2024,08:31,Summer,5.03,4.75,58,186,47.4,48.27,Dust_Storm,Moderate,0
F20266560305,IndiGo,Airbus A321,24,En_Route,BBI,AMD,BBI-AMD,4.81,854,13363,3044,6597,7,196,1320,04/08/2024,19:24,Summer,6.39,4.4,25,141,36.5,49.87,Dust_Storm,Severe,0
F20261756148,FlyBig,Embraer E190,6,En_Route,GAU,DEL,GAU-GAU,1.2,1951,2426,2987,9488,3,58,9830,03/08/2021,21:53,Monsoon,5.93,8.89,41,54,44.5,30.58,Clear,Severe,0
F20214611992,Air India,Dornier Do 228,14,Takeoff,BOM,CCU,BOM-CCU,4.76,977,3449,6862,10713,12,86,1515,02/03/2020,12:20,Summer,0.11,9.12,29,19,27.0,37.92,Thunderstorm,None,0
F20256645995,IndiGo,Dornier Do 228,25,En_Route,HYD,DEL,HYD-DEL,4.67,1130,13771,15516,7225,11,297,9400,09/07/2025,09:27,Summer,6.96,4.85,66,52,34.8,16.24,Dust_Storm,Light,1
F20257490601,SpiceJet,Boeing 787,5,Takeoff,DEL,GAU,DEL-GAU,2.03,1821,15659,24142,10989,12,140,9349,06/28/2025,01:47,Winter,6.1,7.21,4,303,11.7,21.86,Cloudy,Moderate,0
F20208348847,FlyBig,Airbus A321,23,Taxi,AMD,GOI,AMD-GOI,4.08,967,17127,6208,13428,11,56,1175,08/09/2022,07:11,Winter,8.24,8.67,58,112,35.3,25.89,Cloudy,None,0
F20249791071,Vistara,Airbus A321,17,Parked,IXB,DEL,IXB-DEL,4.29,1182,11650,3722,731,2,280,1700,04/18/2026,04:22,Winter,1.54,7.25,79,235,24.9,18.09,Thunderstorm,Moderate,1
F20246721848,Air India,Embraer E190,24,Parked,PNQ,BBI,PNQ-BBI,3.06,1756,19220,9171,3374,7,177,8906,04/30/2022,17:41,Monsoon,0.84,0.27,69,16,30.3,20.86,Dust_Storm,Severe,0
F20216745980,FlyBig,Boeing 737,5,Landing,BOM,DEL,BOM-BOM,2.59,158,1276,22104,5337,3,194,9560,02/15/2023,13:28,Winter,1.1,1.96,76,353,24.5,25.63,Clear,Light,0
F20263413708,Vistara,ATR 72,11,Landing,PNQ,ATQ,PNQ-ATQ,2.3,457,4715,2121,1556,12,86,5905,06/12/2025,13:10,Summer,9.67,8.11,51,308,22.4,46.87,Clear,Light,0
F20237413057,Star Air,Embraer E190,28,Landing,MAA,GOI,MAA-GOI,2.9,150,14593,8410,2200,9,219,8309,10/23/2020,10:21,Summer,6.06,8.42,42,55,8.6,48.57,Dust_Storm,None,0
F20237714081,FlyBig,Boeing 737,17,Takeoff,ATQ,PNQ,ATQ-PNQ,1.45,233,17846,14674,7158,12,317,6794,04/04/2020,01:24,Summer,3.03,0.34,61,166,22.3,16.64,Dust_Storm,Severe,1
F20204231725,Star Air,Airbus A320,29,Taxi,IXB,BLR,IXB-BLR,4.95,1456,5860,3000,3785,9,123,9317,10/04/2023,04:33,Monsoon,4.44,0.63,75,16,33.7,21.39,Dust_Storm,Light,0
F20255008244,IndiGo,ATR 72,19,Parked,GOI,HYD,GOI-HYD,1.04,239,12421,9730,6794,10,15,9310,06/21/2021,04:57,Monsoon,9.93,3.28,6,2,44.7,29.36,Thunderstorm,Moderate,0
F20202440517,Star Air,ATR 72,23,Taxi,HYD,BOM,HYD-BOM,0.78,318,14450,1877,5979,13,258,7276,10/23/2021,23:16,Winter,7.89,7.3,3,84,41.2,4.7,Dust_Storm,None,1
F20237756560,Alliance Air,Embraer E190,20,Taxi,DEL,AMD,DEL-AMD,1.95,1634,15258,13238,14762,12,201,8996,08/04/2024,20:11,Monsoon,9.37,9.69,17,323,12.2,30.73,Thunderstorm,None,0
F20208632699,Vistara,Airbus A321,3,Landing,GAU,BBI,GAU-BBI,4.99,1570,13117,11386,11676,5,337,1821,07/28/2023,09:41,Monsoon,7.86,5.61,63,276,25.6,33.27,Clear,None,1
